id,First_Date,Last_Date,Year,Month,DayOfWeek,IsWeekend,Season,Quarter,Title,Artists,Chart_Weeks,Chart_Longevity_Days,Best_Rank,Days_In_Charts,Weeks_Per_Day_Ratio,Quick_Peak_Score,Sustained_Presence,Brief_Appearance,Month_Sin,Month_Cos,DayOfWeek_Sin,DayOfWeek_Cos,Season_Fall,Season_Spring,Season_Summer,Season_Winter,Temporal_Cluster,Temporal_Cluster_Name
000xQL6tZNLJzIrtIgxqSl,2017-03-24,2017-09-12,2017,9,1,0,Fall,3,Still Got Time (feat. PARTYNEXTDOOR),ZAYN,118,172,40,172,0.6820809248554913,1.3529411764705883,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,True,False,False,False,4,Early Era (2017-2018) - Viral/Quick Peak
003VDDA7J3Xb2ZFlNx7nIZ,2020-02-07,2020-02-08,2020,2,5,1,Winter,1,YELL OH,"Trippie Redd, Young Thug",4,1,108,1,2.0,18.6,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,False,False,False,True,2,Viral/Quick Peak - Winter
003eoIwxETJujVWmNFMoZy,2018-06-15,2018-06-28,2018,6,3,0,Summer,2,Growing Pains,Alessia Cara,14,13,91,13,1.0,7.333333333333333,1,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,False,False,True,False,5,Early Era (2017-2018) - Summer
003vvx7Niy0yvhvHt4a68B,2020-08-15,2023-01-01,2023,1,6,1,Winter,1,Mr. Brightside,The Killers,560,869,73,869,0.6436781609195402,0.2281639928698752,1,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,False,False,False,True,0,Recent Era (2022-2023) - Winter
00B7TZ0Xawar6NZ00JFomN,2018-04-06,2018-04-19,2018,4,3,0,Spring,2,Best Life (feat. Chance The Rapper),Cardi B,14,13,61,13,1.0,9.333333333333334,1,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,False,True,False,False,1,Spring - Friday Fresh
00Blm7zeNqgYLPtW6zg8cj,2021-11-05,2022-06-02,2022,6,3,0,Summer,2,One Right Now (with The Weeknd),"Post Malone, The Weeknd",374,209,7,209,1.7809523809523808,0.5173333333333333,1,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,False,False,True,False,5,Early Era (2017-2018) - Summer
00EPIEnX1JFjff8sC6bccd,2018-07-17,2018-11-08,2018,11,3,0,Fall,4,No Me Acuerdo,"Thalia, Natti Natasha",230,114,62,114,2.0,0.6017316017316018,1,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,True,False,False,False,4,Early Era (2017-2018) - Viral/Quick Peak
00ETaeHUQ6lops3oWU1Wrt,2020-09-18,2020-09-19,2020,9,5,1,Fall,3,Hot Stuff,"Kygo, Donna Summer",4,1,89,1,2.0,22.4,0,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,True,False,False,False,4,Early Era (2017-2018) - Viral/Quick Peak
00Ga884hbpVvCNyeQdle1U,2023-03-10,2023-03-11,2023,3,5,1,Spring,1,Violet Chemistry,Miley Cyrus,2,1,99,1,1.0,34.0,0,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,False,True,False,False,1,Spring - Friday Fresh
00I41xsW6SunZDJ5fB8KAd,2022-07-15,2022-07-15,2022,7,4,0,Summer,3,Safety Zone,j-hope,1,0,65,0,1.0,68.0,0,1,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,False,False,True,False,5,Early Era (2017-2018) - Summer
00R0fEFZGb5hyTgF1nrRCq,2020-10-30,2020-10-30,2020,10,4,0,Fall,4,Look Over Your Shoulder (feat. Kendrick Lamar),Busta Rhymes,1,0,115,0,1.0,43.0,0,1,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,True,False,False,False,4,Early Era (2017-2018) - Viral/Quick Peak
00TVmX9spquyg0UKuN57l3,2018-01-22,2018-01-22,2018,1,0,0,Winter,1,HOLD ME TIGHT OR DON'T,Fall Out Boy,1,0,182,0,1.0,9.5,0,1,0.49999999999999994,0.8660254037844387,0.0,1.0,False,False,False,True,2,Viral/Quick Peak - Winter
00gpGR84M27moP7AFuqHIx,2018-03-13,2018-03-19,2018,3,0,0,Spring,1,Bounce Out With That FT. YBN hmir,DJ A1,7,6,124,6,1.0,9.625,0,0,1.0,6.123233995736766e-17,0.0,1.0,False,True,False,False,1,Spring - Friday Fresh
00imgaPlYRrMGn9o83hfmk,2022-07-08,2022-07-10,2022,7,6,1,Summer,3,LOOSE CHANGE,Brent Faiyaz,3,2,44,2,1.0,39.25,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,False,False,True,False,5,Early Era (2017-2018) - Summer
00ko9WaS4jOX1kEk3gvHjf,2019-07-26,2019-11-21,2019,11,3,0,Fall,4,Hot Shower,"Chance the Rapper, MadeinTYO, DaBaby",105,118,45,118,0.8823529411764706,1.471698113207547,1,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,True,False,False,False,4,Early Era (2017-2018) - Viral/Quick Peak
00lNx0OcTJrS3MKHcB80HY,2017-01-09,2017-12-31,2017,12,6,1,Winter,4,You Don't Know Me - Radio Edit,"Jax Jones, RAYE",414,356,17,356,1.1596638655462186,0.4433734939759036,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,False,False,False,True,2,Viral/Quick Peak - Winter
00mrTzjxIRuWJY01sRBJmO,2018-10-03,2018-10-03,2018,10,2,0,Fall,4,Dark Side Of The Moon (feat. Nicki Minaj),Lil Wayne,1,0,108,0,1.0,46.5,0,1,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,True,False,False,False,4,Early Era (2017-2018) - Viral/Quick Peak
00v5O7qsglyTtp2q1M9DZr,2019-04-23,2019-04-23,2019,4,1,0,Spring,2,Pray You Catch Me,Beyoncé,1,0,72,0,1.0,64.5,0,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,False,True,False,False,1,Spring - Friday Fresh
00zzSEe82JTtz68XlARnh7,2018-05-19,2018-06-17,2018,6,6,1,Summer,2,Amor Falso,Aldair Playboy,12,29,154,29,0.4,3.6153846153846154,1,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,False,False,True,False,5,Early Era (2017-2018) - Summer
011ZwIM48eD8ee2UBpG8nK,2020-03-22,2020-03-23,2020,3,0,0,Spring,1,"12.38 (feat. 21 Savage, Ink & Kadhja Bonet)",Childish Gambino,2,1,145,1,1.0,18.666666666666668,0,1,1.0,6.123233995736766e-17,0.0,1.0,False,True,False,False,1,Spring - Friday Fresh
017PF4Q3l4DBUiWoXk4OWT,2020-03-27,2021-07-08,2021,7,3,0,Summer,3,Break My Heart,Dua Lipa,453,468,6,468,0.9658848614072495,0.42951541850220265,1,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,False,False,True,False,5,Early Era (2017-2018) - Summer
01BCvCKQNDmFQQQSjrzPnm,2021-10-01,2021-10-01,2021,10,4,0,Fall,4,GHIGLIOTTI - feat. Noyz rcos,Salmo,1,0,184,0,1.0,8.5,0,1,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,True,False,False,False,4,Early Era (2017-2018) - Viral/Quick Peak
01DOm09B2AbiTARAbXVI6g,2019-04-09,2019-04-20,2019,4,5,1,Spring,2,CHopstix (with Travis Scott),ScHoolboy Q,12,11,77,11,1.0,9.538461538461538,1,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,False,True,False,False,1,Spring - Friday Fresh
01GmGxOPy22EdAZGC0X6q1,2019-07-27,2019-07-27,2019,7,5,1,Summer,3,We Go High,Chance the Rapper,1,0,126,0,1.0,37.5,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,False,False,True,False,5,Early Era (2017-2018) - Summer
01I9AEz658sQnQzCL3K3QG,2020-05-29,2020-05-29,2020,5,4,0,Spring,2,HOES UP G'S DOWN,Shirin David,1,0,141,0,1.0,30.0,0,1,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,False,True,False,False,1,Spring - Friday Fresh
01JMnRUs2YOK6DDpdQASGY,2020-02-28,2020-02-28,2020,2,4,0,Winter,1,Grace (feat. 42 Dugg),Lil Baby,1,0,119,0,1.0,41.0,0,1,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,False,False,False,True,2,Viral/Quick Peak - Winter
01K4zKU104LyJ8gMb7227B,2021-11-12,2021-11-30,2021,11,1,0,Fall,4,Nothing New (feat. Phoebe Bridgers) (Taylor's Version) (From The Vault),Taylor Swift,16,18,20,18,0.8421052631578947,10.647058823529411,1,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,True,False,False,False,4,Early Era (2017-2018) - Viral/Quick Peak
01Qb6dN5suQNu87VJ1mIpf,2019-08-13,2019-08-29,2019,8,3,0,Summer,3,Did It Again,Lil Tecca,16,16,130,16,0.9411764705882353,4.176470588235294,1,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,False,False,True,False,5,Early Era (2017-2018) - Summer
01QdEx6kFr78ZejhQtWR5m,2021-04-09,2021-04-10,2021,4,5,1,Spring,2,Forever & Always (Piano Version) (Taylor's Version),Taylor Swift,2,1,79,1,1.0,40.666666666666664,0,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,False,True,False,False,1,Spring - Friday Fresh
01QhKtUc12FGw2wX7dMYvv,2021-09-24,2021-09-24,2021,9,4,0,Fall,3,LOCO - English Ver.,ITZY,1,0,121,0,1.0,40.0,0,1,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,True,False,False,False,4,Early Era (2017-2018) - Viral/Quick Peak
01TnVDiet1DFTsyWKUKovl,2018-03-16,2018-08-02,2018,8,3,0,Summer,3,NUMB,XXXTENTACION,62,139,15,139,0.44285714285714284,2.9523809523809526,1,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,False,False,True,False,5,Early Era (2017-2018) - Summer
01VvADRZqvXrHfwAKUOS8v,2017-05-26,2017-05-26,2017,5,4,0,Spring,2,Peek A Boo,"Lil Yachty, Migos",2,0,188,0,2.0,4.333333333333333,0,1,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,False,True,False,False,1,Spring - Friday Fresh
01VzuxoBYMAJLObfU0w6dI,2022-07-08,2022-07-08,2022,7,4,0,Summer,3,ADDICTIONS (FEAT. Tre' Amani),"Brent Faiyaz, Tre' Amani",2,0,195,0,2.0,2.0,0,1,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,False,False,True,False,5,Early Era (2017-2018) - Summer
01dmH2IPkrLNWIMPNXlreE,2018-05-18,2018-05-23,2018,5,2,0,Spring,2,Paradise,BTS,6,5,71,5,1.0,18.571428571428573,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,False,True,False,False,1,Spring - Friday Fresh
01hEpx8jnOG4q7nDK14Rhi,2021-05-14,2021-07-10,2021,7,5,1,Summer,3,malibu,sangiovanni,53,57,68,57,0.9137931034482759,2.462962962962963,1,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,False,False,True,False,5,Early Era (2017-2018) - Summer
01iuzK2ziYAVE2n9aSXbWp,2019-09-06,2019-09-06,2019,9,4,0,Fall,3,Hollywood's Bleeding,Post Malone,1,0,4,0,1.0,98.5,0,1,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,True,False,False,False,4,Early Era (2017-2018) - Viral/Quick Peak
01k24g94i1JvkFLQmVEdCd,2018-05-11,2018-07-05,2018,7,3,0,Summer,3,If You're Over Me,Years & Years,30,55,102,55,0.5357142857142857,3.193548387096774,1,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,False,False,True,False,5,Early Era (2017-2018) - Summer
01kOu8BA8yzAHx9LUidTi9,2019-11-22,2019-11-22,2019,11,4,0,Fall,4,All For Me,"Trippie Redd, Smokepurpp",2,0,194,0,2.0,2.3333333333333335,0,1,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,True,False,False,False,4,Early Era (2017-2018) - Viral/Quick Peak
01kfSdF9zfcDLri5sSWEoL,2022-09-10,2022-09-18,2022,9,6,1,Fall,3,RAVE,Dxrk ãƒ€ãƒ¼ã‚¯,4,8,173,8,0.4444444444444444,5.6,0,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,True,False,False,False,4,Early Era (2017-2018) - Viral/Quick Peak
01uk7IzZyFNfQTDBXxx6NB,2017-11-03,2017-11-20,2017,11,0,0,Fall,4,One Last Song,Sam Smith,16,17,55,17,0.8888888888888888,8.588235294117647,1,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,True,False,False,False,4,Early Era (2017-2018) - Viral/Quick Peak
01vR5Z7AHinp9D2wu2BNQS,2019-08-30,2019-09-03,2019,9,1,0,Fall,3,UP IN SMOKE,RIN,4,4,136,4,0.8,13.0,0,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,True,False,False,False,4,Early Era (2017-2018) - Viral/Quick Peak
01vv2AjxgP4uUyb8waYO5Y,2018-10-05,2018-10-16,2018,10,1,0,Fall,4,Morph,Twenty One Pilots,12,11,28,11,1.0,13.307692307692308,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,True,False,False,False,4,Early Era (2017-2018) - Viral/Quick Peak
01z2fBGB8Hl3Jd3zXe4IXR,2018-08-03,2018-09-12,2018,9,2,0,Fall,3,Come Back to Earth,Mac Miller,6,40,50,40,0.14634146341463414,21.571428571428573,0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,True,False,False,False,4,Early Era (2017-2018) - Viral/Quick Peak
0203aGEIzVVlmvQ8lX4fmV,2022-05-06,2022-05-07,2022,5,5,1,Spring,2,Side Piece,Jack Harlow,2,1,84,1,1.0,39.0,0,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,False,True,False,False,1,Spring - Friday Fresh
020wG4EHTwBy5h2rbpxqvK,2019-10-31,2019-11-13,2019,11,2,0,Fall,4,SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,14,13,72,13,1.0,8.6,1,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,True,False,False,False,4,Early Era (2017-2018) - Viral/Quick Peak
021lWIHJrURZrmvYQ1xcM8,2020-05-15,2020-05-18,2020,5,0,0,Spring,2,All Bad (feat. Lil Uzi Vert),Future,4,3,52,3,1.0,29.8,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,False,True,False,False,1,Spring - Friday Fresh
0247StOpd3AkeBQzANX4Zf,2018-11-22,2021-12-26,2021,12,6,1,Winter,4,Do They Know It's Christmas? - 1984 Version,Band Aid,132,1130,8,1130,0.11671087533156499,1.4511278195488722,1,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,False,False,False,True,0,Recent Era (2022-2023) - Winter
02FaKXXL7KUtRc7K0k54tL,2019-12-23,2022-12-25,2022,12,6,1,Winter,4,Cozy Little Christmas,Katy Perry,9,1098,75,1098,0.00818926296633303,12.6,0,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,False,False,False,True,0,Recent Era (2022-2023) - Winter
02LZ1fGJE8fB56yTlCVMEV,2017-05-19,2017-05-23,2017,5,1,0,Spring,2,Switch,"Iggy Azalea, Anitta",10,4,82,4,2.0,10.818181818181818,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,False,True,False,False,1,Spring - Friday Fresh
02MWAaffLxlfxAUY7c5dvx,2020-12-08,2023-04-13,2023,4,3,0,Spring,2,Heat Waves,Glass Animals,845,856,1,856,0.9859976662777129,0.2364066193853428,1,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,False,True,False,False,3,Recent Era (2022-2023) - Sustained Success
02RCbjb9czvQKNGBmEmWob,2020-02-28,2020-04-08,2020,4,2,0,Spring,2,Woah,Lil Baby,33,40,49,40,0.8048780487804879,4.470588235294118,1,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,False,True,False,False,1,Spring - Friday Fresh
02VBYrHfVwfEWXk5DXyf0T,2022-03-16,2022-12-31,2022,12,5,1,Winter,4,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",183,290,51,290,0.6288659793814433,0.8152173913043478,1,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,False,False,False,True,2,Viral/Quick Peak - Winter
02WacdrRpm4zlP8H7X6bnQ,2017-01-01,2017-02-22,2017,2,2,0,Winter,1,Dancing On My Own,Calum Scott,51,52,108,52,0.9622641509433962,1.7884615384615385,1,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,False,False,False,True,2,Viral/Quick Peak - Winter
02dRkCEc8Q5ch4TTcnLxOn,2023-01-16,2023-01-17,2023,1,1,0,Winter,1,Nothing Breaks Like a Heart (feat. Miley Cyrus),"Mark Ronson, Miley Cyrus",4,1,166,1,2.0,7.0,0,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,False,False,False,True,2,Viral/Quick Peak - Winter
02itaCXOdC54J0ISjqqFAp,2019-06-07,2019-12-31,2019,12,1,0,Winter,4,All Around The World (La La La),"R3HAB, A Touch Of Class",216,207,56,207,1.0384615384615385,0.6682027649769585,1,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,False,False,False,True,2,Viral/Quick Peak - Winter
02jLfqc9gMo8PkHEGHY3OT,2022-08-05,2022-09-13,2022,9,1,0,Fall,3,Si Te La Encuentras Por Ahí,Feid,38,39,43,39,0.95,4.051282051282051,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,True,False,False,False,4,Early Era (2017-2018) - Viral/Quick Peak
02kDW379Yfd5PzW5A6vuGt,2020-08-14,2020-08-27,2020,8,3,0,Summer,3,Lemonade,"Internet Money, Gunna, Don Toliver, NAV",56,13,42,13,4.0,2.789473684210526,1,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,False,False,True,False,5,Early Era (2017-2018) - Summer
02mYw61RoS1vXvkD9Q5dpN,2020-05-22,2020-05-23,2020,5,5,1,Spring,2,BLINDFOLD (feat. Lil Baby),Gun,2,1,99,1,1.0,34.0,0,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,False,True,False,False,1,Spring - Friday Fresh
02q0ZnV2L4XByzEvWZJqBC,2017-02-13,2017-02-14,2017,2,1,0,Winter,1,Spring Day,BTS,2,1,139,1,1.0,20.666666666666668,0,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,False,False,False,True,2,Viral/Quick Peak - Winter
030mot3ZKR3oskfMsqDB2R,2019-12-24,2021-12-25,2021,12,5,1,Winter,4,Have Yourself A Merry Little Christmas,Judy Garland,7,732,69,732,0.009549795361527967,16.5,0,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,False,False,False,True,0,Recent Era (2022-2023) - Winter
0314PeD1sQNonfVWix3B2K,2022-07-31,2022-08-09,2022,8,1,0,Summer,3,ENERGY (feat. Beam),"Beyoncé, BEAM",20,9,49,9,2.0,7.238095238095238,1,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,False,False,True,False,5,Early Era (2017-2018) - Summer
033if6Adj8fwBYsQzHOfQ8,2020-02-28,2020-02-29,2020,2,5,1,Winter,1,100k Cash,"Capital Bra, Samra",4,1,97,1,2.0,20.8,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,False,False,False,True,2,Viral/Quick Peak - Winter
03B2SfXuvDh1m9F4tqrX07,2021-01-22,2021-02-25,2021,2,3,0,Winter,1,Skin,Sabrina Carpenter,35,34,33,34,1.0,4.666666666666667,1,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,False,False,False,True,2,Viral/Quick Peak - Winter
03CbQgFxnBFoaaVJTfEqMD,2019-01-04,2019-01-04,2019,1,4,0,Winter,1,medicine,Bring Me The Horizon,1,0,111,0,1.0,45.0,0,1,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,False,False,False,True,2,Viral/Quick Peak - Winter
03ERnTvSV5fy8WAyvA4uNP,2021-04-28,2021-04-28,2021,4,2,0,Spring,2,Big Gangsta,Kevin Gates,1,0,198,0,1.0,1.5,0,1,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,False,True,False,False,1,Spring - Friday Fresh
03It1uO69CjGWP3yyVe465,2018-08-11,2018-08-13,2018,8,0,0,Summer,3,Chun Swae (feat. Swae Lee),Nicki Minaj,3,2,123,2,1.0,19.5,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,False,False,True,False,5,Early Era (2017-2018) - Summer
03LfOYi0icz4souspZVVhq,2021-07-01,2021-08-22,2021,8,6,1,Summer,3,"Nicky Jam: Bzrp Music Sessions, Vol. 41","Bizarrap, Nicky Jam",106,52,15,52,2.0,1.7383177570093458,1,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,False,False,True,False,5,Early Era (2017-2018) - Summer
03NqHNdG3Ur6kciQWK6e8V,2021-10-29,2021-11-01,2021,11,0,0,Fall,4,Oh  ,"Myke Towers, Camila Cabello, Tainy",18,3,101,3,4.5,5.2631578947368425,1,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,True,False,False,False,4,Early Era (2017-2018) - Viral/Quick Peak
03T4ttRCiLXST6MZjeMwmR,2019-11-22,2019-12-04,2019,12,2,0,Winter,4,Orphans,Coldplay,13,12,69,12,1.0,9.428571428571429,1,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,False,False,False,True,2,Viral/Quick Peak - Winter
03XfngWwNfhEjrnEga73Rg,2019-07-05,2019-07-05,2019,7,4,0,Summer,3,"Swivel (with EARTHGANG) - From The Album ""Mirrorland""",Dreamville,1,0,175,0,1.0,13.0,0,1,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,False,False,True,False,5,Early Era (2017-2018) - Summer
03cOUvF1fyW60AuUfUNiDc,2021-03-19,2021-03-19,2021,3,4,0,Spring,1,Mannschaft (feat. Freeze Corleone),SCH,1,0,93,0,1.0,54.0,0,1,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,False,True,False,False,1,Spring - Friday Fresh
03eJ2DclFWXYU8GWgANdmZ,2019-12-06,2019-12-12,2019,12,3,0,Winter,4,bad vibes forever,"XXXTENTACION, PnB Rock, Trippie Redd",21,6,70,6,3.0,5.954545454545454,1,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,False,False,False,True,2,Viral/Quick Peak - Winter
03fs6oV5JAlbytRYf3371S,2023-03-03,2023-03-09,2023,3,3,0,Spring,1,Everything I Love,Morgan Wallen,7,6,43,6,1.0,19.75,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,False,True,False,False,1,Spring - Friday Fresh
03hqMhmCZiNKMSPmVabPLP,2017-07-21,2017-07-22,2017,7,5,1,Summer,3,Groupie Love (feat. A$AP Rocky),Lana Del Rey,2,1,128,1,1.0,24.333333333333332,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,False,False,True,False,5,Early Era (2017-2018) - Summer
03hyZKbj9GWZXD8jALwJA3,2022-12-02,2022-12-06,2022,12,1,0,Winter,4,Metro Spider (with Young Thug),"Metro Boomin, Young Thug",10,4,57,4,2.0,13.090909090909092,1,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,False,False,False,True,2,Viral/Quick Peak - Winter
03iCbZaM4OkRR4We6wIzvx,2018-08-24,2018-09-19,2018,9,2,0,Fall,3,IDOL,"BTS, Nicki Minaj",54,26,38,26,2.0,2.963636363636364,1,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,True,False,False,False,4,Early Era (2017-2018) - Viral/Quick Peak
03mMSLEJCPoGJwQhHpN5y0,2019-12-13,2019-12-18,2019,12,2,0,Winter,4,Treat People With Kindness,Harry Styles,6,5,35,5,1.0,23.714285714285715,0,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,False,False,False,True,2,Viral/Quick Peak - Winter
03nPEoQOYMuDe7KmGljpmd,2019-05-17,2019-05-18,2019,5,5,1,Spring,2,"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)",DJ Khaled,2,1,193,1,1.0,2.6666666666666665,0,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,False,True,False,False,1,Spring - Friday Fresh
03sEzk1VyrUZSgyhoQR0LZ,2019-08-30,2019-08-31,2019,8,5,1,Summer,3,Pneuma,TOOL,2,1,65,1,1.0,45.333333333333336,0,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,False,False,True,False,5,Early Era (2017-2018) - Summer
03vyB3AHCuEGfhh7wPc7Yf,2018-05-25,2018-05-27,2018,5,6,1,Spring,2,When You're Ready,Shawn Mendes,3,2,112,2,1.0,22.25,0,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,False,True,False,False,1,Spring - Friday Fresh
03x2rVJRFUrvwlfxoHd9Mo,2019-03-03,2019-05-09,2019,5,3,0,Spring,2,Just You and I,Tom Walker,68,67,79,67,1.0,1.7681159420289856,1,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,False,True,False,False,1,Spring - Friday Fresh
03y045SZqaC94yfXl1cU4E,2021-06-07,2021-06-26,2021,6,5,1,Summer,2,Petrouchka (feat. PLK),Soso Maness,19,19,97,19,0.95,5.2,1,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,False,False,True,False,5,Early Era (2017-2018) - Summer
041sluNZwBxTCOuu766eNi,2022-04-08,2022-04-08,2022,4,4,0,Spring,2,POLTERGEIST!,"CORPSE, OmenXIII",2,0,154,0,2.0,15.666666666666666,0,1,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,False,True,False,False,1,Spring - Friday Fresh
042Sl6Mn83JHyLEqdK7uI0,2021-07-30,2021-08-12,2021,8,3,0,Summer,3,Your Power,Billie Eilish,14,13,49,13,1.0,10.133333333333333,1,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,False,False,True,False,5,Early Era (2017-2018) - Summer
042x9bsUBWW2fJgJ6fUh61,2017-01-02,2017-02-25,2017,2,5,1,Winter,1,Not Going Home (feat. Gia Koka),"DVBBS, CMC$",108,54,93,54,1.9636363636363636,0.9908256880733946,1,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,False,False,False,True,2,Viral/Quick Peak - Winter
044qU7kwVZaDwzWnRsmVVL,2017-01-13,2017-01-14,2017,1,5,1,Winter,1,I Dare You,The xx,2,1,110,1,1.0,30.333333333333332,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,False,False,False,True,2,Viral/Quick Peak - Winter
