id,Best_Rank,Avg_Rank,Rank_Std,Chart_Weeks,Total_Points,Avg_Points,Title,Artists,First_Date,Last_Date,Chart_Longevity_Days,Peak_Performance,Consistency,Top10_Weeks,Top50_Weeks,Performance_Category,Top10_Rate,Top50_Rate,Worst_Rank,Rank_Range,Volatility_Score,Points_Per_Week,Dominance_Score,Consistency_Score,First_Week_Rank,Last_Week_Rank,Rank_Trajectory,Weeks_To_Peak,Performance_Cluster,Performance_Cluster_Name
4ZUNw5tDBZTOqzPEVIYyOy,139,139.0,,1,62,62.0,V12 (feat. Lil Uzi Vert),iann dior,2021-09-17,2021-09-17,0,62,,0.0,0.0,One-Week Wonder,0.0,0.0,139,0,,62.0,42.97512519471661,,139,139,0,0.5,0,Mid-Chart Mainstay
4ZUfbHQOBeEOyf6EArWXA3,55,55.0,,1,146,146.0,Bed (feat. Ariana Grande),Nicki Minaj,2018-08-10,2018-08-10,0,146,,0.0,0.0,One-Week Wonder,0.0,0.0,55,0,,146.0,101.19948836175202,,55,55,0,0.5,1,Strong Performer
4ZUpTMKPYFTfJqamWFU9Zv,200,200.0,0.0,2,2,1.0,IDGAF (with blackbear),"BoyWithUke, blackbear",2022-05-08,2022-05-08,0,1,1.0,0.0,0.0,Moderate Performer,0.0,0.0,200,0,0.0,1.0,1.0986122886681098,1.0,200,200,0,1.0,2,Lower-Chart Resident
4ZYAU4A2YBtlNdqOUtc7T2,89,133.07142857142858,21.542317158825526,14,951,67.92857142857143,Red Ruby Da Sleeze,Nicki Minaj,2023-03-03,2023-03-16,13,112,0.04436101191170096,0.0,0.0,Moderate Performer,0.0,0.0,172,83,0.16188536780652568,67.92857142857143,303.3016225234475,0.04436101191170096,89,144,-55,7.0,0,Mid-Chart Mainstay
4Zo33RKIwOIiVsZZtXsKU4,180,180.0,0.0,2,42,21.0,Twelve Days Of Christmas - Single Version,"Bing Crosby, The Andrews Sisters",2017-12-25,2017-12-25,0,21,1.0,0.0,0.0,Moderate Performer,0.0,0.0,180,0,0.0,21.0,23.070858062030304,1.0,180,180,0,1.0,2,Lower-Chart Resident
4ZtFanR9U6ndgddUvNcjcG,1,42.992592592592594,46.72661520381227,540,85324,158.0074074074074,good 4 u,Olivia Rodrigo,2021-05-21,2023-01-03,592,200,0.020952669610647828,0.0,0.0,Chart Dominator,0.0,0.0,200,199,1.0868526968495273,158.0074074074074,1258.6838557692963,0.020952669610647828,1,197,-196,270.0,3,Volatile Performer
4Zxdw0Hno7YDu0IzvY76Qo,53,112.11111111111111,44.42252931915416,9,800,88.88888888888889,Rent Money,Future,2017-02-17,2017-02-26,9,148,0.022015506731773115,0.0,0.0,Moderate Performer,0.0,0.0,194,141,0.3962366341649033,88.88888888888889,340.78259376311877,0.022015506731773115,53,194,-141,4.5,1,Strong Performer
4Zyqy26D6DQ5Mn5gqoUd3W,141,141.0,,1,60,60.0,The Hills X Creepin X The Color Violet,LonelyEve,2023-01-12,2023-01-12,0,60,,0.0,0.0,One-Week Wonder,0.0,0.0,141,0,,60.0,41.58883083359672,,141,141,0,0.5,0,Mid-Chart Mainstay
4a1WLOoydq7u011UG9jjC9,157,163.75,10.307764064044154,4,149,37.25,Krvn,UZI,2021-04-26,2021-04-29,3,44,0.08843481296003942,0.0,0.0,Moderate Performer,0.0,0.0,179,22,0.06294817749034598,37.25,70.81526814710041,0.08843481296003942,179,161,18,2.0,0,Mid-Chart Mainstay
4a1fh9vJMMoRjNrBmEWoM0,105,105.0,0.0,2,192,96.0,All The Money (with Gun) [Bonus],"Metro Boomin, Gun",2022-12-02,2022-12-02,0,96,1.0,0.0,0.0,Moderate Performer,0.0,0.0,105,0,0.0,96.0,105.46677971213853,1.0,105,105,0,1.0,2,Lower-Chart Resident
4a6q8CR2hzLk2plDkSxkfD,44,121.36683417085428,55.98233041518354,199,15847,79.63316582914572,I.F.L.Y.,Bazzi,2019-08-09,2020-04-08,243,157,0.01754929980423439,0.0,0.0,Strong Performer,0.0,0.0,200,156,0.46126547501745296,79.63316582914572,831.8358265480417,0.01754929980423439,48,196,-148,99.5,1,Strong Performer
4a9RlnJ0v1T7HgLtps1HvI,28,116.0,58.838762733422605,4,340,85.0,This Is Halloween - Soundtrack,The Citizens of Halloween,2022-10-29,2022-11-01,3,173,0.016711575479174397,0.0,0.0,Volatile,0.0,0.0,149,121,0.5072307132191604,85.0,278.4327588510993,0.016711575479174397,148,149,-1,2.0,1,Strong Performer
4a9tbd947vo9K8Vti9JwcI,85,142.4,35.321679640577386,20,1172,58.6,Boy With Luv (feat. Halsey),"BTS, Halsey",2022-06-10,2023-02-08,243,116,0.027531766424227607,0.0,0.0,Moderate Performer,0.0,0.0,189,104,0.2480455030939423,58.6,353.16460277591705,0.027531766424227607,85,127,-42,10.0,0,Mid-Chart Mainstay
4aBYzs8RxZMuqyOanNlf8I,127,127.0,0.0,3,222,74.0,Like I Do,"David Guetta, Martin Garrix, Brooks",2018-12-31,2018-12-31,0,74,1.0,0.0,0.0,Moderate Performer,0.0,0.0,127,0,0.0,74.0,102.5857827228719,1.0,127,127,0,1.5,2,Lower-Chart Resident
4aBdUWD9fIwI4YyiRTYjpN,136,136.0,0.0,2,130,65.0,Phases,"ALMA, French Monta",2017-09-22,2017-09-22,0,65,1.0,0.0,0.0,Moderate Performer,0.0,0.0,136,0,0.0,65.0,71.40979876342713,1.0,136,136,0,1.0,2,Lower-Chart Resident
4aJzxp3gimtAdgJn3DL776,111,172.15384615384616,21.569779428992423,26,750,28.846153846153847,Mami Chula,"Jhayco, Quevedo",2023-04-28,2023-05-12,14,90,0.04430703468530276,0.0,0.0,Moderate Performer,0.0,0.0,193,82,0.1252936249226548,28.846153846153847,296.6253179403896,0.04430703468530276,111,185,-74,13.0,0,Mid-Chart Mainstay
4aOOExMBUyxKnEYb39SrTg,91,152.4,38.14184054289987,5,243,48.6,Riot,XXXTENTACION,2020-06-05,2020-06-09,4,110,0.02554810877899289,0.0,0.0,Moderate Performer,0.0,0.0,192,101,0.2502745442447498,48.6,197.09354161508605,0.02554810877899289,91,192,-101,2.5,0,Mid-Chart Mainstay
4aPB8rSxGFISs0o6V2LrTy,32,115.0,60.28719146340667,12,1032,86.0,Gold Roses (feat. Drake),Rick Ross,2019-07-26,2019-08-06,11,169,0.016316623035289184,0.0,0.0,Strong Performer,0.0,0.0,198,166,0.5242364475078841,86.0,433.4764414109997,0.016316623035289184,32,198,-166,6.0,1,Strong Performer
4aTtHoSBB0CuQGA6vXBNyp,125,125.0,,1,76,76.0,Home (feat. Bonn),Martin Garrix,2019-08-16,2019-08-16,0,76,,0.0,0.0,One-Week Wonder,0.0,0.0,125,0,,76.0,52.67918572255584,,125,125,0,0.5,0,Mid-Chart Mainstay
4aWmUDTfIPGksMNLV2rQP2,1,62.51168224299065,60.656458454137926,428,59273,138.48831775700936,Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-01-14,2018-06-30,532,200,0.016218901070093612,0.0,0.0,Chart Dominator,0.0,0.0,200,199,0.9703219666743051,138.48831775700936,1212.2913837856033,0.016218901070093612,111,194,-83,214.0,3,Volatile Performer
4aZfvvgfoSfmSZpfwQYzC0,88,140.33333333333334,42.561328300073846,6,364,60.666666666666664,Ihr Hobby,"Bonez MC, Maxwell",2020-09-11,2020-09-14,3,113,0.02295614112387626,0.0,0.0,Moderate Performer,0.0,0.0,181,93,0.3032873750599086,60.666666666666664,219.8878468432504,0.02295614112387626,88,181,-93,3.0,0,Mid-Chart Mainstay
4aarlAfLKVCTxUDNgbwhjH,171,182.77777777777777,7.067369554388716,18,328,18.22222222222222,Cry Baby (feat. DaBaby),Megan Thee Stallion,2021-01-05,2021-02-07,33,30,0.1239561412500301,0.0,0.0,Moderate Performer,0.0,0.0,196,25,0.038666459568084156,18.22222222222222,88.3331693749932,0.1239561412500301,183,181,2,9.0,0,Mid-Chart Mainstay
4aczXDNX8bX98fLkNNdwPO,195,196.66666666666666,1.8618986725025244,6,26,4.333333333333333,Buscate Otro,"Jc La Nevula, Atomic Otro Way",2021-09-16,2021-09-18,2,6,0.34941838074426723,0.0,0.0,Moderate Performer,0.0,0.0,199,4,0.009467281385606057,4.333333333333333,11.675460894331879,0.34941838074426723,196,195,1,3.0,0,Mid-Chart Mainstay
4agLM5EfiWR2AKMq7gFwcM,147,147.0,0.0,2,108,54.0,Pa Ti,"Jennifer Lopez, Maluma",2020-09-25,2020-09-25,0,54,1.0,0.0,0.0,Moderate Performer,0.0,0.0,147,0,0.0,54.0,59.32506358807793,1.0,147,147,0,1.0,2,Lower-Chart Resident
4aiIh5wCetSjn6IuU9QX1F,153,153.0,,1,48,48.0,RST,Booba,2021-03-05,2021-03-05,0,48,,0.0,0.0,One-Week Wonder,0.0,0.0,153,0,,48.0,33.27106466687737,,153,153,0,0.5,0,Mid-Chart Mainstay
4ak7xjvBeBOcJGWFDX9w5n,25,85.21875,51.32495479054967,128,14820,115.78125,Rodeo,"Lil s X, Cardi B",2019-06-21,2019-08-25,65,176,0.01911133997158481,0.0,0.0,Strong Performer,0.0,0.0,198,173,0.6022730301788006,115.78125,855.3269831676542,0.01911133997158481,33,198,-165,64.0,1,Strong Performer
4ak9GGe6afmi2HbxEjvhIC,55,100.75,42.93100777493382,8,802,100.25,Male Fantasy,Billie Eilish,2021-07-30,2021-08-06,7,146,0.022762965173099912,0.0,0.0,Moderate Performer,0.0,0.0,191,136,0.42611422109115454,100.25,320.7947882910881,0.022762965173099912,55,191,-136,4.0,1,Strong Performer
4alHkxxwAhvoGg3dJCATKV,170,170.0,,1,31,31.0,My Side,Drake,2019-08-02,2019-08-02,0,31,,0.0,0.0,One-Week Wonder,0.0,0.0,170,0,,31.0,21.487562597358306,,170,170,0,0.5,0,Mid-Chart Mainstay
4anzVbFPUuZTw0KQeZ0qnu,166,166.0,,1,35,35.0,WAS ICH LIEBE,Rammstein,2019-05-17,2019-05-17,0,35,,0.0,0.0,One-Week Wonder,0.0,0.0,166,0,,35.0,24.260151319598084,,166,166,0,0.5,0,Mid-Chart Mainstay
4apiNNK0jp9uqn3JDG9My1,159,179.0,23.094010767585026,4,88,22.0,Dark Knight Dummo,"Trippie Redd, Travis Scott",2018-08-10,2018-08-11,1,42,0.0415040903586444,0.0,0.0,Moderate Performer,0.0,0.0,199,40,0.1290168199306426,22.0,67.5963923222322,0.0415040903586444,159,199,-40,2.0,0,Mid-Chart Mainstay
4at3d5QWnlibMVN75ECDrp,81,141.57142857142858,34.9659698509715,7,416,59.42857142857143,Pretty Little Fears (feat. J. Cole),6LACK,2018-09-14,2018-09-20,6,120,0.027804060453356257,0.0,0.0,Moderate Performer,0.0,0.0,191,110,0.2469846508141276,59.42857142857143,249.5329850015803,0.027804060453356257,81,191,-110,3.5,0,Mid-Chart Mainstay
4at9j7aC7FvDlsllpOvsAC,155,155.0,,1,46,46.0,What U Sayin' (feat. Smokepurpp),Lil Pump,2017-10-06,2017-10-06,0,46,,0.0,0.0,One-Week Wonder,0.0,0.0,155,0,,46.0,31.884770305757485,,155,155,0,0.5,0,Mid-Chart Mainstay
4atJ40xfasjdM9ZF3p07BV,74,106.375,26.800519717775195,8,757,94.625,Halfway Off The Balcony,Big Sean,2017-02-03,2017-02-10,7,127,0.03597055055631267,0.0,0.0,Moderate Performer,0.0,0.0,154,80,0.2519437811306716,94.625,279.0475213216999,0.03597055055631267,74,154,-80,4.0,1,Strong Performer
4au7FRcgZzChASRYu279xH,134,176.1818181818182,19.45085253493186,66,1638,24.818181818181817,Con Calma - Remix,"Daddy Yankee, Katy Perry, Snow",2019-04-19,2019-05-16,27,67,0.048897717016535704,0.0,0.0,Moderate Performer,0.0,0.0,200,66,0.11040215577102708,24.818181818181817,281.7144054991947,0.048897717016535704,150,199,-49,33.0,0,Mid-Chart Mainstay
4axSuOg3BqsowKjRpj59RU,27,105.66666666666667,75.26840860104147,3,286,95.33333333333333,Caroli - From The Motion Picture â€œWhere The Crawdads Singâ€,Taylor Swift,2022-06-24,2022-06-26,2,174,0.013111588642566022,0.0,0.0,Volatile,0.0,0.0,177,150,0.7123193243000769,95.33333333333333,241.21521883486096,0.013111588642566022,27,177,-150,1.5,1,Strong Performer
4axYWgXASdsCBHuwInAubT,14,72.5,46.37425394086064,8,1028,128.5,I don't let go,XXXTENTACION,2018-12-07,2018-12-14,7,187,0.021108511835317638,0.0,0.0,Strong Performer,0.0,0.0,152,138,0.6396448819429054,128.5,410.88099596187305,0.021108511835317638,14,152,-138,4.0,1,Strong Performer
4axxCbc4tWlpqHP5UbJMc3,128,160.0,29.556725123057866,6,246,41.0,"Ptazeta: Bzrp Music Sessions, Vol. 45","Bizarrap, Ptazeta",2021-10-07,2021-10-09,2,73,0.03272602008143235,0.0,0.0,Moderate Performer,0.0,0.0,194,66,0.18472953201911166,41.0,142.05144088103788,0.03272602008143235,194,158,36,3.0,0,Mid-Chart Mainstay
4b1yxSdlumA8N4fEk4UOZp,57,100.28358208955224,34.168448696425735,134,13496,100.71641791044776,The Family Madrigal,"Stephanie Beatriz, Olga Merediz, Encanto - Cast",2022-01-03,2022-03-13,69,144,0.028434578068313624,0.0,0.0,Moderate Performer,0.0,0.0,196,139,0.34071827097194884,100.71641791044776,706.3595680951339,0.028434578068313624,184,158,26,67.0,1,Strong Performer
4b3rGL8LDSkbARUUA20136,60,60.0,,1,141,141.0,VENOM,Stray Kids,2022-03-18,2022-03-18,0,141,,0.0,0.0,One-Week Wonder,0.0,0.0,60,0,,141.0,97.73375245895228,,60,60,0,0.5,1,Strong Performer
4b4KcovePX8Ke2cLIQTLM0,28,159.96,57.72452525856346,50,2052,41.04,All Night,"The Vamps, Matoma",2017-01-01,2017-07-17,197,173,0.017028660437815556,0.0,0.0,Strong Performer,0.0,0.0,199,171,0.3608684999910194,41.04,680.2058344613083,0.017028660437815556,38,199,-161,25.0,1,Strong Performer
4b7mLZQWsy0rLnrMtPA9fQ,44,104.28571428571429,44.79104927592225,7,677,96.71428571428571,borderline (feat. Missy Elliott),Ariana Grande,2018-08-17,2018-08-23,6,157,0.02183832901435211,0.0,0.0,Strong Performer,0.0,0.0,172,128,0.42950321223487087,96.71428571428571,326.4723220437342,0.02183832901435211,44,172,-128,3.5,1,Strong Performer
4bEcoz1OcfMgUbp2ft8ieQ,152,169.5,14.550405001727125,8,252,31.5,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"Tyler, The Creator",2017-07-21,2017-07-30,9,49,0.06430700678785754,0.0,0.0,Moderate Performer,0.0,0.0,199,47,0.08584309735532226,31.5,107.66400428947476,0.06430700678785754,152,199,-47,4.0,0,Mid-Chart Mainstay
4bF2y8rR7GUjrd5LNEvej3,24,69.38053097345133,37.01720608236285,113,14873,131.61946902654867,París,Ingratax,2021-07-22,2021-11-20,121,177,0.026303879297009298,0.0,0.0,Strong Performer,0.0,0.0,199,175,0.5335388121565053,131.61946902654867,838.3071253658258,0.026303879297009298,188,169,19,56.5,1,Strong Performer
4bHsxqR3GMrXTxEPLuK5ue,141,183.5,13.816057999538677,134,2345,17.5,Don't Stop Believin',Journey,2017-02-09,2023-01-01,2152,60,0.06749433621487826,0.0,0.0,Moderate Performer,0.0,0.0,200,59,0.07529186920729523,17.5,294.3164867063058,0.06749433621487826,199,200,-1,67.0,0,Mid-Chart Mainstay
4bT4Gbs7FA4cLyZeKtlGVO,58,106.14285714285714,33.56934760910761,14,1328,94.85714285714286,Facilita Aí,Zé Felipe,2023-02-10,2023-02-26,16,143,0.02892736106297074,0.0,0.0,Moderate Performer,0.0,0.0,170,112,0.3162657244465051,94.85714285714286,387.25117875761606,0.02892736106297074,104,170,-66,7.0,1,Strong Performer
4bTID1qPjca9WuTZGkGRKE,75,122.0,54.270925303824825,4,316,79.0,28,"Agust D, NiiHWA",2020-05-22,2020-05-23,1,126,0.01809269511054845,0.0,0.0,Volatile,0.0,0.0,169,94,0.444843650031351,79.0,202.78917696669663,0.01809269511054845,75,169,-94,2.0,1,Strong Performer
4bTZeO72FwMa6wKOiqoynL,9,89.73469387755102,60.76269604159497,980,109040,111.26530612244898,Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",2019-07-26,2020-02-09,198,192,0.01619100305023174,0.0,0.0,Chart Dominator,0.0,0.0,198,189,0.6771371630744037,111.26530612244898,1322.6059122365498,0.01619100305023174,10,187,-177,490.0,3,Volatile Performer
4bV5sf2B4hWBBd5HQ8S7KB,97,150.06896551724137,28.041172496759536,174,8862,50.93103448275862,Nobody Like U,"4*TOWN (From Disney and Pixar's Turning Red), Jordan Fisher, Finneas O'Connell, Topher Ngo, Grayson Villanueva, Josh Levi",2022-03-19,2022-04-18,30,104,0.03443387143241485,0.0,0.0,Moderate Performer,0.0,0.0,198,101,0.18685523952344363,50.93103448275862,537.1377412880455,0.03443387143241485,191,198,-7,87.0,0,Mid-Chart Mainstay
4bZZVcgWWMWPBwzTTp642w,183,183.0,,1,18,18.0,Filter,BTS,2022-06-10,2022-06-10,0,18,,0.0,0.0,One-Week Wonder,0.0,0.0,183,0,,18.0,12.476649250079015,,183,183,0,0.5,0,Mid-Chart Mainstay
4bb94wZVF1cX66vQjNeJTX,71,124.66666666666667,57.29165151514951,3,229,76.33333333333333,A Sweeter Place (feat. Kid Cudi),Selena Gomez,2020-01-10,2020-01-12,2,130,0.0171551152524836,0.0,0.0,Volatile,0.0,0.0,185,114,0.4595587019931779,76.33333333333333,180.21826694558578,0.0171551152524836,71,185,-114,1.5,1,Strong Performer
4bhQq99HRP0whXut7pM5vV,169,169.0,,1,32,32.0,Leave Right Now,Thomas Rhett,2017-09-08,2017-09-08,0,32,,0.0,0.0,One-Week Wonder,0.0,0.0,169,0,,32.0,22.18070977791825,,169,169,0,0.5,0,Mid-Chart Mainstay
4bi9YrkOvmg4Eb7h00AW2c,136,157.75,19.44865033877673,4,173,43.25,Fall Threw (feat. Young Thug & Gun),Rich The Kid,2019-03-22,2019-03-25,3,65,0.04890298300537235,0.0,0.0,Moderate Performer,0.0,0.0,177,41,0.12328779929493965,43.25,104.61346430821652,0.04890298300537235,147,177,-30,2.0,0,Mid-Chart Mainstay
4bjN59DRXFRxBE1g5ne6B1,11,74.89285714285714,51.346563436315535,28,3531,126.10714285714286,Haegeum,Agust D,2023-04-21,2023-05-18,27,190,0.019103450816147522,0.0,0.0,Strong Performer,0.0,0.0,190,179,0.6856002747815141,126.10714285714286,639.7862076974301,0.019103450816147522,11,167,-156,14.0,1,Strong Performer
4bl1HBZliBuYpFZjWgefE4,167,180.33333333333334,15.947831618540915,3,62,20.666666666666668,Peta (feat. Meek Mill),Roddy Ricch,2019-12-06,2020-01-14,39,34,0.059004598494240446,0.0,0.0,Moderate Performer,0.0,0.0,198,31,0.08843529548174259,20.666666666666668,47.13400827807628,0.059004598494240446,176,198,-22,1.5,0,Mid-Chart Mainstay
4blMQHONplzay3YkNIUlcn,146,146.0,,1,55,55.0,Toxic (with Lil Durk),Summer Walker,2021-11-05,2021-11-05,0,55,,0.0,0.0,One-Week Wonder,0.0,0.0,146,0,,55.0,38.12309493079699,,146,146,0,0.5,0,Mid-Chart Mainstay
4btFHqumCO31GksfuBLLv3,10,103.85245901639344,64.52566312860172,61,5926,97.14754098360656,Overpass Graffiti,Ed Sheeran,2021-10-29,2022-01-22,85,191,0.015261196182591604,0.0,0.0,Chart Dominator,0.0,0.0,199,189,0.6213205131562282,97.14754098360656,788.2826675436125,0.015261196182591604,10,187,-177,30.5,1,Strong Performer
4buHBCFNm5WvttEDevaj9C,155,169.66666666666666,15.567059238447493,3,94,31.333333333333332,White Christmas,Michael Bublé,2019-12-24,2021-12-24,731,46,0.06036074270074926,0.0,0.0,Moderate Performer,0.0,0.0,186,31,0.09175084030519151,31.333333333333332,63.76954061151497,0.06036074270074926,186,168,18,1.5,0,Mid-Chart Mainstay
4bycD60yZgR6anIBtmU8UH,110,149.66666666666666,34.48284597690084,6,308,51.333333333333336,MAÑA SERÁ BONITO,"KAROL G, Carla Morrison",2023-02-24,2023-02-27,3,91,0.028182632268307764,0.0,0.0,Moderate Performer,0.0,0.0,187,77,0.23039763458953794,51.333333333333336,177.0778235640335,0.028182632268307764,110,187,-77,3.0,0,Mid-Chart Mainstay
4c1WgUnHXq2LEncGHKgj1I,23,124.76190476190476,47.89307680698213,42,3202,76.23809523809524,Dream Glow (BTS World Origil Soundtrack) - Pt. 1,"BTS, Charli XCX",2019-06-07,2019-06-30,23,178,0.02045279342815251,0.0,0.0,Strong Performer,0.0,0.0,196,173,0.38387580646817737,76.23809523809524,669.4936205934541,0.02045279342815251,23,196,-173,21.0,1,Strong Performer
4c2W3VKsOFoIg2SFaO6DY5,28,84.78571428571429,56.76474776043849,238,27659,116.21428571428571,Your Song,Rita Ora,2017-05-26,2018-02-14,264,173,0.01731159641079352,0.0,0.0,Strong Performer,0.0,0.0,200,172,0.6695083981854582,116.21428571428571,947.4281944841514,0.01731159641079352,82,196,-114,119.0,1,Strong Performer
4c3TC1eWvz6BgOqSlOAKdT,111,111.0,,1,90,90.0,L'odeur de l'essence,Orelsan,2021-11-19,2021-11-19,0,90,,0.0,0.0,One-Week Wonder,0.0,0.0,111,0,,90.0,62.383246250395075,,111,111,0,0.5,0,Mid-Chart Mainstay
4cG7HUWYHBV6R6tHn1gxrl,11,81.16284987277353,60.68504002699565,786,94192,119.83715012722647,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",2021-02-12,2022-04-29,441,190,0.01621138609235502,0.0,0.0,Strong Performer,0.0,0.0,199,188,0.7476947904382635,119.83715012722647,1266.9633671993065,0.01621138609235502,189,199,-10,393.0,3,Volatile Performer
4cGqn0E8JCSY9gQllQj4Mf,21,82.80952380952381,51.08349840725291,42,4964,118.19047619047619,Let Somebody Go,"Coldplay, Selena Gomez",2021-10-15,2021-11-04,20,180,0.019199939147343154,0.0,0.0,Strong Performer,0.0,0.0,184,163,0.6168795092307712,118.19047619047619,677.0160208248412,0.019199939147343154,21,152,-131,21.0,1,Strong Performer
4cHKd6qPMR1TMx55KHlida,122,155.05882352941177,21.220481227564367,17,781,45.94117647058823,Notion,The Rare Occasions,2021-11-15,2021-12-01,16,79,0.04500352579040936,0.0,0.0,Moderate Performer,0.0,0.0,196,74,0.13685439334923907,45.94117647058823,228.33936887379699,0.04500352579040936,196,157,39,8.5,0,Mid-Chart Mainstay
4cIPLtg1avt2Jm3ne9S1zy,162,184.4,12.294533563968802,10,166,16.6,Killer Queen - Remastered 2011,Queen,2019-02-24,2019-03-10,14,39,0.07521888565614868,0.0,0.0,Moderate Performer,0.0,0.0,198,36,0.0666731755095922,16.6,93.51791563913646,0.07521888565614868,198,198,0,5.0,0,Mid-Chart Mainstay
4cSSL3YafYjM3yjgFO1vJg,48,83.5,40.12167856544753,276,32430,117.5,Walk Em Down (feat. Roddy Ricch),"Roddy Ricch, NLE Choppa",2020-03-20,2020-08-06,139,153,0.024318073456277865,0.0,0.0,Strong Performer,0.0,0.0,198,150,0.48049914449637765,117.5,860.4746784466628,0.024318073456277865,109,196,-87,138.0,1,Strong Performer
4cacyP5c3PMlfnyjpg13xW,64,103.27551020408163,36.120868290029634,98,9577,97.72448979591837,Betty (Get Money),Yung Gravy,2022-07-06,2022-10-11,97,137,0.026939025029988104,0.0,0.0,Moderate Performer,0.0,0.0,196,132,0.34975250394456125,97.72448979591837,629.5314194684388,0.026939025029988104,190,196,-6,49.0,1,Strong Performer
4cawYWrqMRz0T0hOIVxk6j,100,140.78571428571428,37.05542329544213,14,843,60.214285714285715,Blackberry Sky,Eno,2019-03-22,2019-04-06,15,101,0.026277463588738198,0.0,0.0,Moderate Performer,0.0,0.0,195,95,0.2632044272634145,60.214285714285715,273.5130703113232,0.026277463588738198,100,190,-90,7.0,0,Mid-Chart Mainstay
4cbdPT6uaBOgOQe3fLMofl,57,105.86363636363636,38.20158991274411,22,2093,95.13636363636364,Power is Power (feat. The Weeknd & Travis Scott),"SZA, Game of Thrones",2019-05-02,2019-05-23,21,144,0.025509169455265084,0.0,0.0,Moderate Performer,0.0,0.0,169,112,0.36085658139990145,95.13636363636364,451.51116709379755,0.025509169455265084,57,169,-112,11.0,1,Strong Performer
4ceMuukXWzAQRYRYXalJMS,50,50.0,0.0,3,453,151.0,Motorcycle Patches,"Huncho Jack, Travis Scott, Quavo",2017-12-22,2017-12-22,0,151,1.0,0.0,0.0,Moderate Performer,0.0,0.0,50,0,0.0,151.0,209.33044852910348,1.0,50,50,0,1.5,2,Lower-Chart Resident
4cktbXiXOapiLBMprHFErI,110,165.29885057471265,25.347029082105912,261,9318,35.701149425287355,Memories,Maroon 5,2021-06-11,2023-01-19,587,91,0.0379549434922501,0.0,0.0,Moderate Performer,0.0,0.0,200,90,0.15334062514033894,35.701149425287355,506.7193498422598,0.0379549434922501,120,187,-67,130.5,0,Mid-Chart Mainstay
4ckuS4Nj4FZ7i3Def3Br8W,85,129.62962962962962,31.484766875484205,162,11562,71.37037037037037,Sneakin',"Drake, 21 Savage",2017-01-01,2017-03-23,81,116,0.030783659425140768,0.0,0.0,Moderate Performer,0.0,0.0,184,99,0.24288248732516388,71.37037037037037,590.8750232935844,0.030783659425140768,89,167,-78,81.0,1,Strong Performer
4cluDES4hQEUhmXj6TXkSo,29,121.6,58.08442131931763,5,397,79.4,What Makes You Beautiful,One Direction,2020-07-22,2020-07-26,4,172,0.01692493516345992,0.0,0.0,Strong Performer,0.0,0.0,184,155,0.4776679384812305,79.4,308.18262870722543,0.01692493516345992,131,184,-53,2.5,1,Strong Performer
4cno0k9jDEFpLAQyHNjqVx,135,135.0,,1,66,66.0,Tócame (feat. Arcangel & De La Ghetto),Anitta,2020-07-10,2020-07-10,0,66,,0.0,0.0,One-Week Wonder,0.0,0.0,135,0,,66.0,45.747713916956386,,135,135,0,0.5,0,Mid-Chart Mainstay
4cuGZb0iFyHtwaSKdKrJkF,64,120.40983606557377,37.063437709539784,122,9832,80.59016393442623,Imposible,"Luis Fonsi, Ozuna",2019-02-01,2019-04-02,60,137,0.026271930760194354,0.0,0.0,Moderate Performer,0.0,0.0,191,127,0.3078107148103372,80.59016393442623,659.2692566860211,0.026271930760194354,65,191,-126,61.0,1,Strong Performer
4cxMGhkinTocPSVVKWIw0d,192,196.0,5.656854249492381,2,10,5.0,Losin Control,Russ,2017-03-01,2017-03-02,1,9,0.15022110482233483,0.0,0.0,Moderate Performer,0.0,0.0,200,8,0.02886150127292031,5.0,9.887510598012987,0.15022110482233483,200,192,8,1.0,0,Mid-Chart Mainstay
4czcw3NVLY0of5hTD7OufN,94,145.0,72.12489168102785,2,112,56.0,Days in The East,Drake,2019-08-02,2019-08-03,1,107,0.01367523393213379,0.0,0.0,Volatile,0.0,0.0,196,102,0.49741304607605413,56.0,117.55151488748774,0.01367523393213379,94,196,-102,1.0,1,Strong Performer
4d1CG5ei1E2vGbvmgf5KKv,25,115.0,57.23926391327315,13,1118,86.0,This Love (Taylor's Version),Taylor Swift,2022-05-06,2022-05-18,12,176,0.01717054668632398,0.0,0.0,Strong Performer,0.0,0.0,196,171,0.4977327296806361,86.0,464.4740900122855,0.01717054668632398,25,196,-171,6.5,1,Strong Performer
4d4ZXH4dr5bYfgErHiZCX2,17,99.67948717948718,41.95927167784633,156,15806,101.32051282051282,Dos Mil 16,Bad Bunny,2022-05-06,2022-10-08,155,184,0.023277862052668134,0.0,0.0,Strong Performer,0.0,0.0,200,183,0.42094188950122363,101.32051282051282,930.3492281840886,0.023277862052668134,17,186,-169,78.0,1,Strong Performer
