Sonic_Cluster,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence
0,0.7272356020942408,0.6195220643231115,-6389.71445026178,0.35315931189229616,0.18629992520568436,0.0013956619296933432,0.4842520568436799
1,0.7709103407053197,0.5765684399282726,-6546.4777238493725,0.10383980872683801,0.12467244471010161,0.005285714285714286,0.35464973102211594
2,0.7343655479175091,0.7693639304488475,-3896.5905543873837,0.09737646583097453,0.13049534977759805,0.002589567327133037,0.7043647391831783
3,0.5320506108202443,0.7018999418266434,-4933.6533612565445,0.0777696335078534,0.11767364746945899,0.004467132053519488,0.33814834205933686
4,0.5006811254396248,0.33438804220398594,-10179.256494724501,0.0639097303634232,0.7194806565064478,0.013766705744431418,0.2970586166471278
5,0.6995780765253361,0.5775025853154085,-6076.789389865564,0.09141261633919338,0.5217042399172699,0.0040651499482936915,0.6131540847983453
6,0.5722805755395683,0.5849856115107914,-8088.0730935251795,0.08662589928057554,0.30959712230215825,0.6164172661870504,0.3327482014388489
